class,credit_amount,log_credit_amount,checking_status,duration,credit_history,purpose,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,age_bin,duration_bin,is_rent
1,3676.0,8.209852481301272,<0,6,critical/other existing credit,new car,<100,1<=X<4,1,male single,none,3,real estate,37,none,rent,3,skilled,2,none,yes,36-45,<=12,1
2,3441.0,8.143807976771484,0<=X<200,30,existing paid,furniture/equipment,100<=X<500,1<=X<4,2,female div/dep/mar,co applicant,4,car,21,none,rent,1,skilled,1,none,yes,18-25,25-36,1
1,640.0,6.46302945692067,no checking,12,existing paid,new car,<100,1<=X<4,4,male div/sep,none,2,real estate,49,none,own,1,unskilled resident,1,none,yes,46-60,<=12,0
1,3652.0,8.203304026795282,0<=X<200,21,critical/other existing credit,business,<100,4<=X<7,2,male single,none,3,life insurance,27,none,own,2,skilled,1,none,yes,26-35,13-24,0
2,1530.0,7.333676395657684,no checking,18,critical/other existing credit,new car,<100,1<=X<4,3,male single,none,2,life insurance,32,bank,own,2,skilled,1,none,yes,26-35,13-24,0
2,3914.0,8.272570608424903,no checking,48,existing paid,business,no known savings,1<=X<4,4,male div/sep,none,2,real estate,38,bank,own,1,skilled,1,none,yes,36-45,37-60,0
1,1858.0,7.527793987721444,<0,12,existing paid,furniture/equipment,<100,<1,4,female div/dep/mar,none,1,car,22,none,rent,1,skilled,1,none,yes,18-25,<=12,1
2,2600.0,7.8636512654486515,<0,18,existing paid,radio/tv,<100,1<=X<4,4,male single,none,4,no known property,65,none,for free,2,skilled,1,none,yes,60+,13-24,0
1,1979.0,7.590852123688581,no checking,15,existing paid,radio/tv,no known savings,>=7,4,male single,none,2,car,35,none,own,1,skilled,1,none,yes,26-35,13-24,0
1,2116.0,7.6577552711348655,>=200,6,existing paid,furniture/equipment,<100,1<=X<4,2,male single,none,2,real estate,41,none,own,1,skilled,1,yes,yes,36-45,<=12,0
2,1437.0,7.271008538280992,0<=X<200,9,all paid,new car,100<=X<500,4<=X<7,2,male single,none,3,no known property,29,none,own,1,skilled,1,none,yes,26-35,<=12,0
1,4042.0,8.304742269640771,no checking,42,critical/other existing credit,furniture/equipment,500<=X<1000,1<=X<4,4,male single,none,4,real estate,36,none,own,2,skilled,1,yes,yes,36-45,37-60,0
1,3832.0,8.251403065380556,no checking,9,existing paid,education,no known savings,>=7,1,male single,none,4,real estate,64,none,own,1,unskilled resident,1,none,yes,60+,<=12,0
1,3660.0,8.205491613120236,<0,24,existing paid,radio/tv,<100,1<=X<4,2,female div/dep/mar,none,4,car,28,none,own,1,skilled,1,none,yes,26-35,13-24,0
2,1553.0,7.348587530927593,<0,18,all paid,furniture/equipment,<100,1<=X<4,4,male single,none,3,car,44,bank,own,1,skilled,1,none,yes,36-45,13-24,0
1,1444.0,7.275864600546533,0<=X<200,15,existing paid,radio/tv,no known savings,<1,4,male single,none,1,life insurance,23,none,own,1,skilled,1,none,yes,18-25,13-24,0
2,1980.0,7.591357046698551,no checking,9,existing paid,furniture/equipment,<100,<1,2,female div/dep/mar,co applicant,2,car,19,none,rent,2,skilled,1,none,yes,18-25,<=12,1
2,1355.0,7.212294468500341,0<=X<200,24,existing paid,new car,<100,<1,3,female div/dep/mar,none,4,car,25,none,own,1,unskilled resident,1,yes,yes,18-25,13-24,0
1,1393.0,7.2399325913204695,no checking,12,existing paid,education,<100,>=7,4,male single,none,4,life insurance,47,bank,own,3,skilled,2,yes,yes,46-60,<=12,0
1,1376.0,7.227662498728654,no checking,24,existing paid,radio/tv,500<=X<1000,4<=X<7,4,female div/dep/mar,none,1,car,28,none,own,1,skilled,1,none,yes,26-35,13-24,0
1,15653.0,9.658481754364784,no checking,60,delayed previously,radio/tv,<100,4<=X<7,2,male single,none,4,car,21,none,own,2,skilled,1,yes,yes,18-25,37-60,0
1,1493.0,7.309212365692763,no checking,12,existing paid,radio/tv,<100,<1,4,female div/dep/mar,none,3,car,34,none,own,1,skilled,2,none,yes,26-35,<=12,0
2,4370.0,8.382747094863314,<0,42,delayed previously,radio/tv,<100,4<=X<7,3,male single,none,2,life insurance,26,bank,own,2,skilled,2,yes,yes,26-35,37-60,0
2,750.0,6.621405651764134,<0,18,existing paid,education,<100,unemployed,4,female div/dep/mar,none,1,real estate,27,none,own,1,unemp/unskilled non res,1,none,yes,26-35,13-24,0
1,1308.0,7.1770187659099,0<=X<200,15,existing paid,repairs,<100,>=7,4,male single,none,4,car,38,none,own,2,unskilled resident,1,none,yes,36-45,13-24,0
2,4623.0,8.439015410352214,no checking,15,existing paid,education,100<=X<500,1<=X<4,3,male single,none,2,life insurance,40,none,own,1,high qualif/self emp/mgmt,1,yes,yes,36-45,13-24,0
1,1851.0,7.524021415206125,no checking,24,critical/other existing credit,radio/tv,<100,4<=X<7,4,male mar/wid,guarantor,2,car,33,none,own,2,skilled,1,yes,yes,26-35,13-24,0
1,1880.0,7.53955882930103,<0,18,critical/other existing credit,radio/tv,<100,4<=X<7,4,male mar/wid,none,1,life insurance,32,none,own,2,high qualif/self emp/mgmt,1,yes,yes,26-35,13-24,0
2,7980.0,8.984818995876008,no checking,36,delayed previously,business,no known savings,<1,4,male single,none,4,car,27,none,rent,2,skilled,1,yes,yes,26-35,25-36,1
1,4583.0,8.430327258394575,<0,30,no credits/all paid,furniture/equipment,<100,1<=X<4,2,male div/sep,guarantor,2,real estate,32,none,own,2,skilled,1,none,yes,26-35,25-36,0
2,1386.0,7.234898420314831,no checking,12,existing paid,new car,500<=X<1000,1<=X<4,2,female div/dep/mar,none,2,life insurance,26,none,own,1,skilled,1,none,yes,26-35,<=12,0
2,947.0,6.854354502255021,>=200,24,existing paid,new car,<100,4<=X<7,4,male single,none,3,no known property,38,bank,for free,1,skilled,2,none,yes,36-45,13-24,0
2,684.0,6.529418838262226,<0,12,existing paid,education,<100,1<=X<4,4,male single,none,4,car,40,none,rent,1,unskilled resident,2,none,yes,36-45,<=12,1
1,7476.0,8.919586920999915,<0,48,existing paid,education,<100,4<=X<7,4,male single,none,1,no known property,50,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,46-60,37-60,0
2,1922.0,7.56164174558878,0<=X<200,12,existing paid,furniture/equipment,<100,1<=X<4,4,male single,none,2,life insurance,37,none,own,1,unskilled resident,1,none,yes,36-45,<=12,0
2,2303.0,7.742402021815782,<0,24,existing paid,new car,<100,>=7,4,male single,co applicant,1,real estate,45,none,own,1,skilled,1,none,yes,36-45,13-24,0
2,8086.0,8.998013113095823,0<=X<200,36,delayed previously,new car,100<=X<500,>=7,2,male single,none,4,car,42,none,own,4,high qualif/self emp/mgmt,1,yes,yes,36-45,25-36,0
1,2346.0,7.760893195851024,no checking,24,critical/other existing credit,used car,<100,4<=X<7,4,male single,none,3,car,35,none,own,2,skilled,1,yes,yes,26-35,13-24,0
1,3973.0,8.287528423111763,<0,14,existing paid,new car,<100,unemployed,1,male single,none,4,no known property,22,none,for free,1,skilled,1,none,yes,18-25,13-24,0
2,888.0,6.790097235513905,0<=X<200,12,existing paid,new car,<100,>=7,4,male single,none,4,car,41,bank,own,1,unskilled resident,2,none,yes,36-45,<=12,0
1,10222.0,9.232395362757014,no checking,48,existing paid,radio/tv,no known savings,4<=X<7,4,male single,none,3,car,37,stores,own,1,skilled,1,yes,yes,36-45,37-60,0
1,4221.0,8.348064228408266,0<=X<200,30,no credits/all paid,business,<100,1<=X<4,2,female div/dep/mar,none,1,car,28,none,own,2,skilled,1,none,yes,26-35,25-36,0
1,6361.0,8.758098072309089,0<=X<200,18,critical/other existing credit,furniture/equipment,<100,>=7,2,male single,none,1,no known property,41,none,own,1,skilled,1,yes,yes,36-45,13-24,0
1,1297.0,7.168579897264035,>=200,12,existing paid,radio/tv,<100,1<=X<4,3,male mar/wid,none,4,real estate,23,none,rent,1,skilled,1,none,yes,18-25,<=12,1
2,900.0,6.803505257608338,<0,12,existing paid,new car,no known savings,1<=X<4,4,male mar/wid,none,2,car,23,none,own,1,skilled,1,none,yes,18-25,<=12,0
1,2241.0,7.715123603632105,no checking,21,existing paid,furniture/equipment,<100,>=7,4,male single,none,2,real estate,50,none,own,2,skilled,1,none,yes,46-60,13-24,0
1,1050.0,6.957497370876951,0<=X<200,6,delayed previously,furniture/equipment,<100,unemployed,4,male single,none,1,life insurance,35,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,26-35,<=12,0
1,1047.0,6.954638864880987,>=200,6,critical/other existing credit,education,<100,1<=X<4,2,female div/dep/mar,none,4,life insurance,50,none,own,1,unskilled resident,1,none,yes,46-60,<=12,0
1,6314.0,8.750683034784592,no checking,24,critical/other existing credit,other,<100,unemployed,4,male single,co applicant,2,no known property,27,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,26-35,13-24,0
1,3496.0,8.159660737063376,0<=X<200,30,all paid,furniture/equipment,>=1000,1<=X<4,4,male single,none,2,car,34,stores,own,1,skilled,2,yes,yes,26-35,25-36,0
1,3609.0,8.191463051326927,no checking,48,all paid,business,<100,1<=X<4,1,female div/dep/mar,none,1,real estate,27,stores,own,1,skilled,1,none,yes,26-35,37-60,0
2,4843.0,8.485496104672983,<0,12,critical/other existing credit,new car,<100,>=7,3,male single,co applicant,4,life insurance,43,none,rent,2,skilled,1,yes,yes,36-45,<=12,1
1,3017.0,8.012349639327795,>=200,30,critical/other existing credit,radio/tv,<100,>=7,4,male single,none,4,life insurance,47,none,own,1,skilled,1,none,yes,46-60,25-36,0
1,4139.0,8.32845106681936,no checking,24,critical/other existing credit,business,100<=X<500,1<=X<4,3,male single,none,3,life insurance,27,none,own,2,unskilled resident,1,yes,yes,26-35,13-24,0
1,5742.0,8.655737000864297,no checking,36,existing paid,business,100<=X<500,4<=X<7,2,male single,none,2,car,31,none,own,2,skilled,1,yes,yes,26-35,25-36,0
1,10366.0,9.246382963323112,no checking,60,existing paid,new car,<100,>=7,2,male single,none,4,life insurance,42,none,own,1,high qualif/self emp/mgmt,1,yes,yes,36-45,37-60,0
1,2080.0,7.640603826393634,no checking,6,critical/other existing credit,new car,500<=X<1000,1<=X<4,1,male mar/wid,none,2,car,24,none,own,1,skilled,1,none,yes,18-25,<=12,0
2,2580.0,7.855932199718614,no checking,21,delayed previously,business,500<=X<1000,<1,4,male single,none,2,real estate,41,bank,own,1,unskilled resident,2,none,yes,36-45,13-24,0
1,4530.0,8.418697944667139,no checking,30,critical/other existing credit,radio/tv,<100,4<=X<7,4,female div/dep/mar,none,4,car,26,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,26-35,25-36,1
1,5150.0,8.546946149565585,no checking,24,critical/other existing credit,furniture/equipment,<100,>=7,4,male single,none,4,car,33,none,own,1,skilled,1,yes,yes,26-35,13-24,0
2,5595.0,8.629807335785372,0<=X<200,72,existing paid,radio/tv,100<=X<500,1<=X<4,2,male mar/wid,none,2,car,24,none,own,1,skilled,1,none,yes,18-25,61-120,0
1,2384.0,7.776954403322442,<0,24,existing paid,radio/tv,<100,>=7,4,male single,none,4,real estate,64,bank,rent,1,unskilled resident,1,none,yes,60+,13-24,1
1,1453.0,7.282073658093465,no checking,18,existing paid,radio/tv,<100,<1,3,female div/dep/mar,none,1,real estate,26,none,own,1,skilled,1,none,yes,26-35,13-24,0
1,1538.0,7.338888133838879,no checking,6,existing paid,education,<100,<1,1,female div/dep/mar,none,2,no known property,56,none,own,1,skilled,1,none,yes,46-60,<=12,0
1,2279.0,7.731930721948486,no checking,12,existing paid,radio/tv,no known savings,1<=X<4,4,male single,none,4,no known property,37,none,for free,1,skilled,1,yes,yes,36-45,<=12,0
1,1478.0,7.2991214627108,no checking,15,delayed previously,radio/tv,<100,1<=X<4,4,male mar/wid,none,3,real estate,33,bank,own,2,skilled,1,none,yes,26-35,13-24,0
1,5103.0,8.537779825024625,no checking,24,critical/other existing credit,radio/tv,<100,<1,3,male mar/wid,none,3,no known property,47,none,for free,3,skilled,1,yes,yes,46-60,13-24,0
1,9857.0,9.196038587265322,0<=X<200,36,delayed previously,business,100<=X<500,4<=X<7,1,male single,none,3,life insurance,31,none,own,2,unskilled resident,2,yes,yes,26-35,25-36,0
1,6527.0,8.783855896643942,no checking,60,existing paid,new car,no known savings,1<=X<4,4,male single,none,4,no known property,34,none,for free,1,skilled,2,yes,yes,26-35,37-60,0
1,1347.0,7.206377291472252,>=200,10,critical/other existing credit,radio/tv,no known savings,4<=X<7,4,male single,none,2,life insurance,27,none,own,2,skilled,1,yes,yes,26-35,<=12,0
1,2862.0,7.959625305098115,0<=X<200,36,delayed previously,new car,100<=X<500,>=7,4,male single,none,3,no known property,30,none,for free,1,skilled,1,none,yes,26-35,25-36,0
1,2753.0,7.9208096792886,no checking,9,existing paid,radio/tv,100<=X<500,>=7,3,male single,co applicant,4,car,35,none,own,1,skilled,1,yes,yes,26-35,<=12,0
1,3651.0,8.20303024171486,<0,12,existing paid,new car,>=1000,1<=X<4,1,male single,none,3,life insurance,31,none,own,1,skilled,2,none,yes,26-35,<=12,0
1,975.0,6.883462586413092,<0,15,critical/other existing credit,furniture/equipment,<100,1<=X<4,2,male div/sep,none,3,life insurance,25,none,own,2,skilled,1,none,yes,18-25,13-24,0
1,2631.0,7.875499292445208,0<=X<200,15,existing paid,repairs,100<=X<500,1<=X<4,3,female div/dep/mar,none,2,real estate,25,none,own,1,unskilled resident,1,none,yes,18-25,13-24,0
1,2896.0,7.9714309977693505,0<=X<200,24,existing paid,radio/tv,100<=X<500,<1,2,male single,none,1,car,29,none,own,1,skilled,1,none,yes,26-35,13-24,0
1,4716.0,8.458928283284262,<0,6,critical/other existing credit,new car,no known savings,<1,1,male single,none,3,real estate,44,none,own,2,unskilled resident,2,none,yes,36-45,<=12,0
1,2284.0,7.734121303328305,no checking,24,existing paid,radio/tv,<100,4<=X<7,4,male single,none,2,car,28,none,own,1,skilled,1,yes,yes,26-35,13-24,0
1,1236.0,7.1204443723924875,no checking,6,existing paid,used car,500<=X<1000,1<=X<4,2,male single,none,4,life insurance,50,none,rent,1,skilled,1,none,yes,46-60,<=12,1
1,1103.0,7.00669522683704,0<=X<200,12,existing paid,radio/tv,<100,4<=X<7,4,male single,guarantor,3,real estate,29,none,own,2,skilled,1,none,no,26-35,<=12,0
1,926.0,6.831953565565855,no checking,12,critical/other existing credit,new car,<100,unemployed,1,female div/dep/mar,none,2,life insurance,38,none,own,1,unemp/unskilled non res,1,none,yes,36-45,<=12,0
1,1800.0,7.496097345175956,no checking,18,critical/other existing credit,radio/tv,<100,1<=X<4,4,male single,none,2,car,24,none,own,2,skilled,1,none,yes,18-25,13-24,0
1,1905.0,7.552762084214147,>=200,15,existing paid,education,<100,>=7,4,male single,none,4,car,40,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,36-45,13-24,1
2,1123.0,7.024649030453636,no checking,12,existing paid,furniture/equipment,500<=X<1000,1<=X<4,4,female div/dep/mar,none,4,car,29,none,rent,1,unskilled resident,1,none,yes,26-35,<=12,1
2,6331.0,8.753371421000903,<0,48,critical/other existing credit,used car,<100,>=7,4,male single,none,4,no known property,46,none,for free,2,skilled,1,yes,yes,46-60,37-60,0
1,1377.0,7.228388451573604,>=200,24,existing paid,radio/tv,100<=X<500,>=7,4,female div/dep/mar,none,2,no known property,47,none,for free,1,skilled,1,yes,yes,46-60,13-24,0
1,2503.0,7.825644732219989,0<=X<200,30,delayed previously,business,100<=X<500,>=7,4,male single,none,2,life insurance,41,stores,own,2,skilled,1,none,yes,36-45,25-36,0
1,2528.0,7.835579246669965,0<=X<200,27,existing paid,business,<100,<1,4,female div/dep/mar,none,1,life insurance,32,none,own,1,skilled,2,yes,yes,26-35,25-36,0
1,5324.0,8.580167990577626,no checking,15,existing paid,new car,500<=X<1000,>=7,1,female div/dep/mar,none,4,no known property,35,none,for free,1,skilled,1,none,yes,26-35,13-24,0
2,6560.0,8.788898309344878,0<=X<200,48,existing paid,new car,100<=X<500,4<=X<7,3,male single,none,2,life insurance,24,none,own,1,skilled,1,none,yes,18-25,37-60,0
2,2969.0,7.996317231796746,0<=X<200,12,no credits/all paid,furniture/equipment,<100,<1,4,female div/dep/mar,none,3,life insurance,25,none,rent,2,skilled,1,none,yes,18-25,<=12,1
1,1206.0,7.095893221097532,0<=X<200,9,existing paid,radio/tv,<100,>=7,4,female div/dep/mar,none,4,real estate,25,none,own,1,skilled,1,none,yes,18-25,<=12,0
1,2118.0,7.6586995582682995,0<=X<200,9,existing paid,radio/tv,<100,1<=X<4,2,male single,none,2,real estate,37,none,own,1,unskilled resident,2,none,yes,36-45,<=12,0
1,629.0,6.4457198193855785,no checking,18,critical/other existing credit,radio/tv,500<=X<1000,>=7,4,male single,none,3,life insurance,32,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,26-35,13-24,0
2,1198.0,7.089243155027514,<0,6,all paid,education,<100,>=7,4,female div/dep/mar,none,4,no known property,35,none,for free,1,skilled,1,none,yes,26-35,<=12,0
1,2476.0,7.814803429489359,no checking,21,existing paid,used car,no known savings,>=7,4,male single,none,4,real estate,46,none,own,1,high qualif/self emp/mgmt,1,yes,yes,46-60,13-24,0
1,1138.0,7.037905963447182,<0,9,critical/other existing credit,radio/tv,<100,1<=X<4,4,male single,none,4,real estate,25,none,own,2,unskilled resident,1,none,yes,18-25,<=12,0
2,14027.0,9.548810611260068,0<=X<200,60,existing paid,new car,<100,4<=X<7,4,male single,none,2,no known property,27,none,own,1,high qualif/self emp/mgmt,1,yes,yes,26-35,37-60,0
1,7596.0,8.935508711503221,no checking,30,critical/other existing credit,used car,no known savings,>=7,1,male single,none,4,car,63,none,own,2,skilled,1,none,yes,60+,25-36,0
1,3077.0,8.032035314398824,no checking,30,critical/other existing credit,radio/tv,no known savings,>=7,3,male single,none,2,car,40,none,own,2,skilled,2,yes,yes,36-45,25-36,0
1,1505.0,7.317212408359839,no checking,18,existing paid,radio/tv,<100,1<=X<4,4,male single,none,2,no known property,32,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,26-35,13-24,0
1,3148.0,8.054840221101024,>=200,24,critical/other existing credit,radio/tv,no known savings,1<=X<4,3,male single,none,2,car,31,none,own,2,skilled,1,yes,yes,26-35,13-24,0
1,6148.0,8.724044745953469,0<=X<200,20,no credits/all paid,used car,100<=X<500,>=7,3,male mar/wid,none,4,car,31,bank,own,2,skilled,1,yes,yes,26-35,13-24,0
2,1337.0,7.198931240688173,>=200,9,no credits/all paid,radio/tv,<100,<1,4,male single,none,2,car,34,none,own,2,high qualif/self emp/mgmt,1,yes,yes,26-35,<=12,0
2,433.0,6.073044534100405,0<=X<200,6,all paid,education,>=1000,<1,4,female div/dep/mar,none,2,life insurance,24,bank,rent,1,skilled,2,none,yes,18-25,<=12,1
2,1228.0,7.113956109566034,<0,12,existing paid,new car,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,24,none,own,1,unskilled resident,1,none,yes,18-25,<=12,0
1,790.0,6.673297967767654,0<=X<200,9,existing paid,radio/tv,500<=X<1000,1<=X<4,4,female div/dep/mar,none,3,real estate,66,none,own,1,unskilled resident,1,none,yes,60+,<=12,0
2,2570.0,7.852050207265889,no checking,27,existing paid,new car,<100,1<=X<4,3,female div/dep/mar,none,3,real estate,21,none,rent,1,skilled,1,none,yes,18-25,25-36,1
1,250.0,5.5254529391317835,no checking,6,critical/other existing credit,new car,>=1000,1<=X<4,2,female div/dep/mar,none,2,real estate,41,bank,own,2,unskilled resident,1,none,yes,36-45,<=12,0
1,1316.0,7.183111701743281,no checking,15,critical/other existing credit,radio/tv,500<=X<1000,1<=X<4,2,male mar/wid,none,2,life insurance,47,none,own,2,unskilled resident,1,none,yes,46-60,13-24,0
2,1882.0,7.5406215286571525,<0,18,existing paid,radio/tv,<100,1<=X<4,4,female div/dep/mar,none,4,car,25,bank,rent,2,skilled,1,none,yes,18-25,13-24,1
2,6416.0,8.766705997750515,0<=X<200,48,all paid,business,<100,>=7,4,female div/dep/mar,none,3,no known property,59,none,rent,1,skilled,1,none,yes,46-60,37-60,1
1,1275.0,7.151485463904735,>=200,24,critical/other existing credit,business,>=1000,1<=X<4,2,male div/sep,none,4,real estate,36,none,own,2,skilled,1,yes,yes,36-45,13-24,0
1,6403.0,8.764678074116606,0<=X<200,24,delayed previously,radio/tv,<100,<1,1,male single,none,2,car,33,none,own,1,skilled,1,none,yes,26-35,13-24,0
2,1987.0,7.59488438721652,<0,24,existing paid,radio/tv,<100,1<=X<4,2,male single,none,4,real estate,21,none,rent,1,unskilled resident,2,none,yes,18-25,13-24,1
1,760.0,6.634633357861686,0<=X<200,8,existing paid,radio/tv,<100,4<=X<7,4,female div/dep/mar,guarantor,2,real estate,44,none,own,1,unskilled resident,1,none,yes,36-45,<=12,0
1,2603.0,7.86480400332846,no checking,24,existing paid,used car,>=1000,1<=X<4,2,female div/dep/mar,none,4,car,28,none,rent,1,skilled,1,yes,yes,26-35,13-24,1
1,3380.0,8.125926802707886,no checking,4,critical/other existing credit,new car,<100,4<=X<7,1,female div/dep/mar,none,1,real estate,37,none,own,1,skilled,2,none,yes,36-45,<=12,0
1,3990.0,8.291797105048733,0<=X<200,36,all paid,domestic appliance,no known savings,<1,3,female div/dep/mar,none,2,no known property,29,bank,own,1,unemp/unskilled non res,1,none,yes,26-35,25-36,0
2,11560.0,9.355392643675321,0<=X<200,24,existing paid,used car,<100,1<=X<4,1,female div/dep/mar,none,4,car,23,none,rent,2,high qualif/self emp/mgmt,1,none,yes,18-25,13-24,1
1,4380.0,8.385032287813898,<0,18,existing paid,new car,100<=X<500,1<=X<4,3,male single,none,4,car,35,none,own,1,unskilled resident,2,yes,yes,26-35,13-24,0
1,6761.0,8.819073983267831,no checking,6,critical/other existing credit,new car,<100,4<=X<7,1,male single,none,3,no known property,45,none,own,2,high qualif/self emp/mgmt,2,yes,yes,36-45,<=12,0
2,4280.0,8.361941906144946,0<=X<200,30,no credits/all paid,business,100<=X<500,1<=X<4,4,female div/dep/mar,none,4,car,26,none,rent,2,unskilled resident,1,none,yes,26-35,25-36,1
1,2325.0,7.75190533307861,<0,24,all paid,new car,100<=X<500,4<=X<7,2,male single,none,3,car,32,bank,own,1,skilled,1,none,yes,26-35,13-24,0
1,1048.0,6.955592608396297,0<=X<200,10,all paid,radio/tv,<100,1<=X<4,4,male single,none,4,real estate,23,stores,own,1,unskilled resident,1,none,yes,18-25,<=12,0
1,3160.0,8.058643712215618,no checking,21,existing paid,radio/tv,no known savings,>=7,4,male single,none,3,life insurance,41,none,own,1,skilled,1,yes,yes,36-45,13-24,0
1,2483.0,7.81762544305337,<0,24,all paid,furniture/equipment,500<=X<1000,1<=X<4,4,male single,none,4,real estate,22,stores,own,1,skilled,1,yes,yes,18-25,13-24,0
1,14179.0,9.559587800086119,<0,39,critical/other existing credit,furniture/equipment,no known savings,4<=X<7,4,male single,none,4,life insurance,30,none,own,2,high qualif/self emp/mgmt,1,yes,yes,26-35,37-60,0
1,1797.0,7.494430215031565,<0,13,critical/other existing credit,business,<100,<1,3,male single,none,1,life insurance,28,bank,own,2,unskilled resident,1,none,yes,26-35,13-24,0
1,2511.0,7.828834527588089,<0,15,existing paid,new car,<100,unemployed,1,female div/dep/mar,none,4,car,23,none,rent,1,skilled,1,none,yes,18-25,13-24,1
2,1274.0,7.150701457592526,<0,12,existing paid,new car,<100,<1,3,female div/dep/mar,none,1,real estate,37,none,own,1,unskilled resident,1,none,yes,36-45,<=12,0
1,5248.0,8.5657928612523,no checking,21,existing paid,used car,no known savings,1<=X<4,1,male single,none,3,car,26,none,own,1,skilled,1,none,yes,26-35,13-24,0
1,3029.0,8.016317898503415,no checking,15,existing paid,used car,<100,4<=X<7,2,male single,none,2,car,33,none,own,1,skilled,1,none,yes,26-35,13-24,0
1,428.0,6.061456918928017,<0,6,existing paid,furniture/equipment,<100,>=7,2,female div/dep/mar,none,1,life insurance,49,bank,own,1,skilled,1,yes,yes,46-60,<=12,0
2,976.0,6.884486652042782,<0,18,existing paid,new car,<100,<1,1,female div/dep/mar,none,2,car,23,none,own,1,unskilled resident,1,none,yes,18-25,13-24,0
1,841.0,6.7357800142423265,0<=X<200,12,existing paid,business,100<=X<500,4<=X<7,2,female div/dep/mar,none,4,real estate,23,none,rent,1,unskilled resident,1,none,yes,18-25,<=12,1
1,5771.0,8.660773919893762,no checking,30,critical/other existing credit,radio/tv,<100,4<=X<7,4,female div/dep/mar,none,2,car,25,none,own,2,skilled,1,none,yes,18-25,25-36,0
2,1555.0,7.349873704738337,no checking,12,delayed previously,repairs,>=1000,>=7,4,male single,none,4,no known property,55,none,for free,2,skilled,2,none,yes,46-60,<=12,0
2,1285.0,7.1592919047975645,<0,24,existing paid,new car,no known savings,4<=X<7,4,female div/dep/mar,none,4,no known property,32,none,rent,1,skilled,1,none,yes,26-35,13-24,1
1,1299.0,7.170119543449628,>=200,6,critical/other existing credit,new car,<100,1<=X<4,1,male single,none,1,real estate,74,none,own,3,unemp/unskilled non res,2,none,no,60+,<=12,0
2,1271.0,7.148345743900068,>=200,15,critical/other existing credit,radio/tv,no known savings,1<=X<4,3,male single,none,4,no known property,39,none,for free,2,skilled,1,yes,yes,36-45,13-24,0
1,1393.0,7.2399325913204695,no checking,24,existing paid,new car,<100,1<=X<4,2,male single,guarantor,2,real estate,31,none,own,1,skilled,1,yes,yes,26-35,13-24,0
2,691.0,6.539585955617669,<0,12,critical/other existing credit,new car,<100,>=7,4,male single,none,3,life insurance,35,none,own,2,skilled,1,none,yes,26-35,<=12,0
1,5045.0,8.526351129201004,no checking,15,critical/other existing credit,new car,no known savings,>=7,1,female div/dep/mar,none,4,car,59,none,own,1,skilled,1,yes,yes,46-60,13-24,0
2,2124.0,7.661527081358517,<0,18,critical/other existing credit,furniture/equipment,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,24,none,rent,2,skilled,1,none,yes,18-25,13-24,1
1,2214.0,7.703007682479236,<0,12,existing paid,radio/tv,<100,1<=X<4,4,male single,none,3,life insurance,24,none,own,1,unskilled resident,1,none,yes,18-25,<=12,0
2,12680.0,9.447860089234899,no checking,21,critical/other existing credit,new car,no known savings,>=7,4,male single,none,4,no known property,30,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,26-35,13-24,0
1,2463.0,7.80954132465341,no checking,24,critical/other existing credit,new car,100<=X<500,4<=X<7,4,male mar/wid,none,3,life insurance,27,none,own,2,skilled,1,yes,yes,26-35,13-24,0
1,1155.0,7.052721049232323,0<=X<200,12,existing paid,radio/tv,<100,>=7,3,male mar/wid,guarantor,3,real estate,40,bank,own,2,unskilled resident,1,none,yes,36-45,<=12,0
2,3108.0,8.042056410058754,<0,30,existing paid,furniture/equipment,<100,<1,2,male div/sep,none,4,life insurance,31,none,own,1,unskilled resident,1,none,yes,26-35,25-36,0
1,2901.0,7.973155433444133,no checking,10,existing paid,used car,no known savings,<1,1,female div/dep/mar,none,4,real estate,31,none,rent,1,skilled,1,none,yes,26-35,<=12,1
1,3617.0,8.193676665955241,0<=X<200,12,critical/other existing credit,furniture/equipment,<100,>=7,1,male single,none,4,car,28,none,rent,3,skilled,1,yes,yes,26-35,<=12,1
1,1655.0,7.412160334945205,no checking,12,critical/other existing credit,radio/tv,<100,>=7,2,male single,none,4,real estate,63,none,own,2,unskilled resident,1,yes,yes,60+,<=12,0
1,2812.0,7.9420068084898565,<0,24,existing paid,used car,no known savings,>=7,2,female div/dep/mar,none,4,real estate,26,none,rent,1,skilled,1,none,yes,26-35,13-24,1
2,8065.0,8.995412975433313,<0,36,critical/other existing credit,education,<100,1<=X<4,3,female div/dep/mar,none,2,no known property,25,none,own,2,high qualif/self emp/mgmt,1,yes,yes,18-25,25-36,0
