class,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,credit_per_month,age_bin,duration_bin,is_rent,credit_per_age
2,<0,18,existing paid,furniture/equipment,2462.0,<100,1<=X<4,2,male single,none,2,car,22,none,own,1,skilled,1,none,yes,136.77777777777777,18-25,13-24,0,111.9090909090909
1,no checking,21,critical/other existing credit,furniture/equipment,2288.0,<100,<1,4,female div/dep/mar,none,4,life insurance,23,none,own,1,skilled,1,yes,yes,108.95238095238095,18-25,13-24,0,99.47826086956522
1,0<=X<200,48,all paid,business,3566.0,100<=X<500,4<=X<7,4,male single,none,2,car,30,none,own,1,skilled,1,none,yes,74.29166666666667,26-35,37-60,0,118.86666666666666
1,<0,6,critical/other existing credit,new car,860.0,<100,>=7,1,female div/dep/mar,none,4,no known property,39,none,own,2,skilled,1,yes,yes,143.33333333333334,36-45,<=12,0,22.05128205128205
1,no checking,12,critical/other existing credit,new car,682.0,100<=X<500,4<=X<7,4,female div/dep/mar,none,3,car,51,none,own,2,skilled,1,yes,yes,56.833333333333336,46-60,<=12,0,13.372549019607844
1,<0,36,critical/other existing credit,furniture/equipment,5371.0,<100,1<=X<4,3,male single,guarantor,2,life insurance,28,none,own,2,skilled,1,none,yes,149.19444444444446,26-35,25-36,0,191.82142857142858
1,no checking,18,critical/other existing credit,radio/tv,1582.0,>=1000,>=7,4,male single,none,4,car,46,none,own,2,skilled,1,none,yes,87.88888888888889,46-60,13-24,0,34.391304347826086
1,no checking,6,existing paid,radio/tv,1346.0,100<=X<500,>=7,2,male single,none,4,no known property,42,bank,for free,1,skilled,2,yes,yes,224.33333333333334,36-45,<=12,0,32.04761904761905
1,no checking,10,existing paid,radio/tv,1924.0,<100,1<=X<4,1,male single,none,4,life insurance,38,none,own,1,skilled,1,yes,no,192.4,36-45,<=12,0,50.63157894736842
1,>=200,36,existing paid,radio/tv,5848.0,<100,1<=X<4,4,male single,none,1,car,24,none,own,1,skilled,1,none,yes,162.44444444444446,18-25,25-36,0,243.66666666666666
1,0<=X<200,24,critical/other existing credit,used car,7758.0,>=1000,>=7,2,female div/dep/mar,none,4,no known property,29,none,rent,1,skilled,1,none,yes,323.25,26-35,13-24,1,267.51724137931035
1,0<=X<200,24,delayed previously,business,6967.0,100<=X<500,4<=X<7,4,male single,none,4,car,36,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,290.2916666666667,36-45,13-24,1,193.52777777777777
2,<0,12,existing paid,furniture/equipment,1282.0,<100,1<=X<4,2,female div/dep/mar,none,4,car,20,none,rent,1,skilled,1,none,yes,106.83333333333333,18-25,<=12,1,64.1
1,<0,9,critical/other existing credit,repairs,1288.0,100<=X<500,>=7,3,male single,guarantor,4,real estate,48,none,own,2,skilled,2,none,no,143.11111111111111,46-60,<=12,0,26.833333333333332
1,<0,12,all paid,retraining,339.0,<100,>=7,4,male mar/wid,none,1,car,45,bank,own,1,unskilled resident,1,none,yes,28.25,36-45,<=12,0,7.533333333333333
1,0<=X<200,24,existing paid,new car,3512.0,100<=X<500,4<=X<7,2,male single,none,3,car,38,bank,own,2,skilled,1,yes,yes,146.33333333333334,36-45,13-24,0,92.42105263157895
1,no checking,6,critical/other existing credit,radio/tv,1898.0,no known savings,1<=X<4,1,male single,none,2,real estate,34,none,own,2,unskilled resident,2,none,yes,316.3333333333333,26-35,<=12,0,55.8235294117647
1,no checking,24,critical/other existing credit,radio/tv,2872.0,100<=X<500,>=7,3,male single,none,4,real estate,36,none,own,1,skilled,2,yes,yes,119.66666666666667,36-45,13-24,0,79.77777777777777
1,no checking,18,critical/other existing credit,new car,1055.0,<100,<1,4,female div/dep/mar,none,1,life insurance,30,none,own,2,skilled,1,none,yes,58.611111111111114,26-35,13-24,0,35.166666666666664
1,no checking,15,existing paid,domestic appliance,1262.0,500<=X<1000,4<=X<7,4,male single,none,3,life insurance,36,none,own,2,skilled,1,yes,yes,84.13333333333334,36-45,13-24,0,35.05555555555556
1,0<=X<200,10,existing paid,new car,7308.0,<100,unemployed,2,male single,none,4,no known property,70,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,730.8,60+,<=12,0,104.4
1,no checking,36,existing paid,new car,909.0,500<=X<1000,>=7,4,male single,none,4,life insurance,36,none,own,1,skilled,1,none,yes,25.25,36-45,25-36,0,25.25
1,no checking,6,existing paid,furniture/equipment,2978.0,500<=X<1000,1<=X<4,1,male single,none,2,car,32,none,own,1,skilled,1,yes,yes,496.3333333333333,26-35,<=12,0,93.0625
2,<0,18,existing paid,furniture/equipment,1131.0,<100,unemployed,4,female div/dep/mar,none,2,car,33,none,own,1,skilled,1,none,yes,62.833333333333336,26-35,13-24,0,34.27272727272727
1,0<=X<200,11,existing paid,furniture/equipment,1577.0,>=1000,<1,4,female div/dep/mar,none,1,real estate,20,none,own,1,skilled,1,none,yes,143.36363636363637,18-25,<=12,0,78.85
1,no checking,24,existing paid,furniture/equipment,3972.0,<100,4<=X<7,2,female div/dep/mar,none,4,life insurance,25,none,rent,1,skilled,1,yes,yes,165.5,18-25,13-24,1,158.88
2,0<=X<200,24,critical/other existing credit,business,1935.0,<100,>=7,4,male div/sep,none,4,real estate,31,none,own,2,skilled,1,yes,yes,80.625,26-35,13-24,0,62.41935483870968
2,<0,15,no credits/all paid,new car,950.0,<100,>=7,4,male single,none,3,car,33,none,rent,2,skilled,2,none,yes,63.333333333333336,26-35,13-24,1,28.78787878787879
1,no checking,12,existing paid,furniture/equipment,763.0,<100,1<=X<4,4,female div/dep/mar,none,1,real estate,26,none,own,1,skilled,1,yes,yes,63.583333333333336,26-35,<=12,0,29.346153846153847
2,0<=X<200,24,delayed previously,furniture/equipment,2064.0,<100,unemployed,3,female div/dep/mar,none,2,life insurance,34,none,own,1,high qualif/self emp/mgmt,1,yes,yes,86.0,26-35,13-24,0,60.705882352941174
1,0<=X<200,8,existing paid,radio/tv,1414.0,<100,1<=X<4,4,male single,guarantor,2,real estate,33,none,own,1,skilled,1,none,no,176.75,26-35,<=12,0,42.84848484848485
2,<0,21,delayed previously,education,3414.0,<100,<1,2,male single,none,1,life insurance,26,none,own,2,skilled,1,none,yes,162.57142857142858,26-35,13-24,0,131.30769230769232
2,no checking,30,all paid,used car,7485.0,no known savings,unemployed,4,female div/dep/mar,none,1,real estate,53,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,249.5,46-60,25-36,0,141.22641509433961
1,<0,12,existing paid,furniture/equipment,2577.0,<100,1<=X<4,2,male div/sep,none,1,car,42,none,own,1,skilled,1,none,yes,214.75,36-45,<=12,0,61.357142857142854
1,<0,6,critical/other existing credit,radio/tv,338.0,500<=X<1000,>=7,4,male single,none,4,car,52,none,own,2,skilled,1,none,yes,56.333333333333336,46-60,<=12,0,6.5
1,no checking,12,existing paid,radio/tv,1963.0,<100,4<=X<7,4,male single,none,2,car,31,none,rent,2,high qualif/self emp/mgmt,2,yes,yes,163.58333333333334,26-35,<=12,1,63.32258064516129
1,<0,21,critical/other existing credit,new car,571.0,<100,>=7,4,male single,none,4,real estate,65,none,own,2,skilled,1,none,yes,27.19047619047619,60+,13-24,0,8.784615384615385
2,no checking,36,delayed previously,business,9572.0,<100,<1,1,male div/sep,none,1,car,28,none,own,2,skilled,1,none,yes,265.8888888888889,26-35,25-36,0,341.85714285714283
2,0<=X<200,36,delayed previously,business,4455.0,<100,1<=X<4,2,male div/sep,none,2,real estate,30,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,123.75,26-35,25-36,0,148.5
2,<0,21,all paid,new car,1647.0,no known savings,1<=X<4,4,male single,none,2,life insurance,40,none,own,2,unskilled resident,2,none,yes,78.42857142857143,36-45,13-24,0,41.175
1,no checking,24,critical/other existing credit,furniture/equipment,3777.0,>=1000,1<=X<4,4,male single,none,4,real estate,50,none,own,1,skilled,1,yes,yes,157.375,46-60,13-24,0,75.54
2,0<=X<200,18,critical/other existing credit,new car,884.0,<100,>=7,4,male single,none,4,car,36,bank,own,1,skilled,2,yes,yes,49.111111111111114,36-45,13-24,0,24.555555555555557
1,no checking,15,critical/other existing credit,radio/tv,1360.0,<100,1<=X<4,4,male single,none,2,life insurance,31,none,own,2,skilled,1,none,yes,90.66666666666667,26-35,13-24,0,43.87096774193548
2,0<=X<200,9,all paid,used car,5129.0,<100,>=7,2,female div/dep/mar,none,4,no known property,74,bank,for free,1,high qualif/self emp/mgmt,2,yes,yes,569.8888888888889,60+,<=12,0,69.3108108108108
1,0<=X<200,16,critical/other existing credit,new car,1175.0,<100,unemployed,2,male single,none,3,car,68,none,for free,3,unemp/unskilled non res,1,yes,yes,73.4375,60+,13-24,0,17.279411764705884
2,<0,12,existing paid,radio/tv,674.0,100<=X<500,4<=X<7,4,male mar/wid,none,1,life insurance,20,none,own,1,skilled,1,none,yes,56.166666666666664,18-25,<=12,0,33.7
1,0<=X<200,18,no credits/all paid,furniture/equipment,3244.0,<100,1<=X<4,1,female div/dep/mar,none,4,car,33,bank,own,2,skilled,1,yes,yes,180.22222222222223,26-35,13-24,0,98.3030303030303
2,no checking,24,existing paid,business,4591.0,>=1000,1<=X<4,2,male single,none,3,life insurance,54,none,own,3,high qualif/self emp/mgmt,1,yes,yes,191.29166666666666,46-60,13-24,0,85.01851851851852
2,0<=X<200,48,no credits/all paid,business,3844.0,100<=X<500,4<=X<7,4,male single,none,4,no known property,34,none,for free,1,unskilled resident,2,none,yes,80.08333333333333,26-35,37-60,0,113.05882352941177
2,0<=X<200,27,existing paid,business,3915.0,<100,1<=X<4,4,male single,none,2,car,36,none,own,1,skilled,2,yes,yes,145.0,36-45,25-36,0,108.75
1,no checking,6,existing paid,radio/tv,2108.0,<100,4<=X<7,2,male mar/wid,none,2,real estate,29,none,rent,1,skilled,1,none,yes,351.3333333333333,26-35,<=12,1,72.6896551724138
2,0<=X<200,45,existing paid,radio/tv,3031.0,100<=X<500,1<=X<4,4,male single,guarantor,4,life insurance,21,none,rent,1,skilled,1,none,yes,67.35555555555555,18-25,37-60,1,144.33333333333334
2,0<=X<200,9,critical/other existing credit,education,1501.0,<100,>=7,2,female div/dep/mar,none,3,car,34,none,own,2,high qualif/self emp/mgmt,1,yes,yes,166.77777777777777,26-35,<=12,0,44.14705882352941
1,no checking,6,critical/other existing credit,radio/tv,1382.0,<100,1<=X<4,1,female div/dep/mar,none,1,car,28,none,own,2,skilled,1,yes,yes,230.33333333333334,26-35,<=12,0,49.357142857142854
2,0<=X<200,12,existing paid,furniture/equipment,951.0,100<=X<500,<1,4,female div/dep/mar,none,4,car,27,bank,rent,4,skilled,1,none,yes,79.25,26-35,<=12,1,35.22222222222222
1,0<=X<200,24,existing paid,used car,2760.0,no known savings,>=7,4,male single,none,4,no known property,36,bank,for free,1,skilled,1,yes,yes,115.0,36-45,13-24,0,76.66666666666667
2,0<=X<200,18,delayed previously,furniture/equipment,4297.0,<100,>=7,4,male div/sep,none,3,no known property,40,none,own,1,high qualif/self emp/mgmt,1,yes,yes,238.72222222222223,36-45,13-24,0,107.425
1,no checking,9,critical/other existing credit,education,936.0,500<=X<1000,>=7,4,male single,none,2,car,52,none,own,2,skilled,1,yes,yes,104.0,46-60,<=12,0,18.0
1,<0,12,existing paid,new car,1168.0,<100,1<=X<4,4,male mar/wid,none,3,real estate,27,none,own,1,unskilled resident,1,none,yes,97.33333333333333,26-35,<=12,0,43.25925925925926
1,no checking,27,delayed previously,business,5117.0,<100,4<=X<7,3,male single,none,4,car,26,none,own,2,skilled,1,none,yes,189.5185185185185,26-35,25-36,0,196.80769230769232
2,<0,12,existing paid,retraining,902.0,<100,4<=X<7,4,male mar/wid,none,4,life insurance,21,none,rent,1,skilled,1,none,yes,75.16666666666667,18-25,<=12,1,42.95238095238095
1,no checking,12,critical/other existing credit,new car,1495.0,<100,>=7,4,male single,none,1,real estate,38,none,own,2,unskilled resident,2,none,yes,124.58333333333333,36-45,<=12,0,39.3421052631579
1,<0,30,critical/other existing credit,used car,10623.0,<100,>=7,3,male single,none,4,no known property,38,none,for free,3,high qualif/self emp/mgmt,2,yes,yes,354.1,36-45,25-36,0,279.55263157894734
1,no checking,12,critical/other existing credit,furniture/equipment,1935.0,<100,>=7,4,male single,none,4,real estate,43,none,own,3,skilled,1,yes,yes,161.25,36-45,<=12,0,45.0
1,0<=X<200,12,critical/other existing credit,domestic appliance,1424.0,<100,4<=X<7,4,male single,none,3,life insurance,26,none,own,1,skilled,1,none,yes,118.66666666666667,26-35,<=12,0,54.76923076923077
1,<0,24,existing paid,business,6568.0,<100,1<=X<4,2,male mar/wid,none,2,car,21,stores,own,1,unskilled resident,1,none,yes,273.6666666666667,18-25,13-24,0,312.76190476190476
1,no checking,12,existing paid,used car,1413.0,>=1000,4<=X<7,3,male single,none,2,life insurance,55,none,own,1,skilled,1,none,no,117.75,46-60,<=12,0,25.69090909090909
1,no checking,9,critical/other existing credit,radio/tv,3074.0,no known savings,1<=X<4,1,male single,none,2,real estate,33,none,own,2,skilled,2,none,yes,341.55555555555554,26-35,<=12,0,93.15151515151516
1,no checking,36,existing paid,radio/tv,3835.0,no known savings,>=7,2,female div/dep/mar,none,4,real estate,45,none,own,1,unskilled resident,1,yes,yes,106.52777777777777,36-45,25-36,0,85.22222222222223
2,<0,27,no credits/all paid,business,5293.0,<100,unemployed,2,male single,none,4,life insurance,50,stores,own,2,skilled,1,yes,yes,196.03703703703704,46-60,25-36,0,105.86
2,>=200,30,delayed previously,business,1908.0,<100,>=7,4,male single,none,4,real estate,66,none,own,1,high qualif/self emp/mgmt,1,yes,yes,63.6,60+,25-36,0,28.90909090909091
1,no checking,36,critical/other existing credit,radio/tv,3342.0,no known savings,>=7,4,male single,none,2,car,51,none,own,1,skilled,1,yes,yes,92.83333333333333,46-60,25-36,0,65.52941176470588
1,0<=X<200,6,critical/other existing credit,retraining,932.0,no known savings,4<=X<7,1,female div/dep/mar,none,3,life insurance,39,none,own,2,unskilled resident,1,none,yes,155.33333333333334,36-45,<=12,0,23.897435897435898
1,<0,18,no credits/all paid,business,3104.0,<100,4<=X<7,3,male single,none,1,life insurance,31,bank,own,1,skilled,1,yes,yes,172.44444444444446,26-35,13-24,0,100.12903225806451
1,>=200,36,existing paid,radio/tv,3913.0,<100,1<=X<4,2,male single,none,2,real estate,23,none,own,1,skilled,1,yes,yes,108.69444444444444,18-25,25-36,0,170.1304347826087
1,<0,24,existing paid,furniture/equipment,3021.0,<100,1<=X<4,2,male div/sep,none,2,real estate,24,none,rent,1,unskilled resident,1,none,yes,125.875,18-25,13-24,1,125.875
1,no checking,10,existing paid,new car,1364.0,<100,1<=X<4,2,female div/dep/mar,none,4,car,64,none,own,1,skilled,1,yes,yes,136.4,60+,<=12,0,21.3125
1,0<=X<200,12,existing paid,radio/tv,625.0,<100,<1,4,male mar/wid,guarantor,1,real estate,26,bank,own,1,unskilled resident,1,none,yes,52.083333333333336,26-35,<=12,0,24.03846153846154
1,<0,12,existing paid,education,1200.0,no known savings,1<=X<4,4,female div/dep/mar,none,4,life insurance,23,bank,rent,1,skilled,1,yes,yes,100.0,18-25,<=12,1,52.17391304347826
1,no checking,12,existing paid,radio/tv,707.0,<100,1<=X<4,4,male single,none,2,real estate,30,bank,own,2,skilled,1,none,yes,58.916666666666664,26-35,<=12,0,23.566666666666666
1,no checking,24,delayed previously,business,2978.0,no known savings,1<=X<4,4,male single,none,4,real estate,32,none,own,2,skilled,2,yes,yes,124.08333333333333,26-35,13-24,0,93.0625
1,no checking,15,existing paid,used car,4657.0,<100,1<=X<4,3,male single,none,2,car,30,none,own,1,skilled,1,yes,yes,310.46666666666664,26-35,13-24,0,155.23333333333332
1,no checking,36,no credits/all paid,repairs,2613.0,<100,1<=X<4,4,male single,none,2,car,27,none,own,2,skilled,1,none,yes,72.58333333333333,26-35,25-36,0,96.77777777777777
2,0<=X<200,48,existing paid,radio/tv,10961.0,>=1000,4<=X<7,1,male single,co applicant,2,no known property,27,bank,own,2,skilled,1,yes,yes,228.35416666666666,26-35,37-60,0,405.962962962963
2,<0,12,existing paid,furniture/equipment,7865.0,<100,>=7,4,male single,none,4,no known property,53,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,655.4166666666666,46-60,<=12,0,148.39622641509433
2,no checking,9,existing paid,radio/tv,1478.0,<100,4<=X<7,4,male single,none,2,car,22,none,own,1,skilled,1,none,yes,164.22222222222223,18-25,<=12,0,67.18181818181819
1,<0,24,existing paid,furniture/equipment,3149.0,<100,<1,4,male single,none,1,no known property,22,bank,for free,1,skilled,1,none,yes,131.20833333333334,18-25,13-24,0,143.13636363636363
2,>=200,36,existing paid,radio/tv,4210.0,<100,1<=X<4,4,male single,none,2,car,26,none,own,1,skilled,1,none,yes,116.94444444444444,26-35,25-36,0,161.92307692307693
1,no checking,9,existing paid,new car,2507.0,500<=X<1000,>=7,2,male single,none,4,no known property,51,none,for free,1,unskilled resident,1,none,yes,278.55555555555554,46-60,<=12,0,49.15686274509804
1,no checking,12,existing paid,radio/tv,2141.0,100<=X<500,4<=X<7,3,male single,none,1,no known property,35,none,own,1,skilled,1,none,yes,178.41666666666666,26-35,<=12,0,61.17142857142857
1,0<=X<200,18,existing paid,radio/tv,866.0,<100,1<=X<4,4,male mar/wid,guarantor,2,real estate,25,none,own,1,unskilled resident,1,none,yes,48.111111111111114,18-25,13-24,0,34.64
1,no checking,4,critical/other existing credit,radio/tv,1544.0,<100,4<=X<7,2,male single,none,1,real estate,42,none,own,3,unskilled resident,2,none,yes,386.0,36-45,<=12,0,36.76190476190476
2,<0,24,existing paid,radio/tv,1823.0,<100,unemployed,4,male single,none,2,car,30,stores,own,1,high qualif/self emp/mgmt,2,none,yes,75.95833333333333,26-35,13-24,0,60.766666666666666
2,0<=X<200,6,existing paid,new car,14555.0,no known savings,unemployed,1,male single,none,2,life insurance,23,none,own,1,unemp/unskilled non res,1,yes,yes,2425.8333333333335,18-25,<=12,0,632.8260869565217
2,0<=X<200,21,existing paid,business,2767.0,100<=X<500,>=7,4,male div/sep,none,2,car,61,bank,rent,2,unskilled resident,1,none,yes,131.76190476190476,60+,13-24,1,45.36065573770492
1,no checking,12,critical/other existing credit,radio/tv,1291.0,<100,1<=X<4,4,female div/dep/mar,none,2,life insurance,35,none,own,2,skilled,1,none,yes,107.58333333333333,26-35,<=12,0,36.885714285714286
1,<0,30,existing paid,radio/tv,2522.0,<100,>=7,1,male single,guarantor,3,life insurance,39,none,own,1,skilled,2,none,yes,84.06666666666666,36-45,25-36,0,64.66666666666667
2,<0,24,existing paid,new car,915.0,no known savings,>=7,4,female div/dep/mar,none,2,car,29,bank,own,1,skilled,1,none,yes,38.125,26-35,13-24,0,31.551724137931036
1,no checking,6,existing paid,radio/tv,1595.0,<100,4<=X<7,3,male single,none,2,life insurance,51,none,own,1,skilled,2,none,yes,265.8333333333333,46-60,<=12,0,31.274509803921568
2,<0,48,no credits/all paid,used car,4605.0,<100,>=7,3,male single,none,4,no known property,24,none,for free,2,skilled,2,none,yes,95.9375,18-25,37-60,0,191.875
1,no checking,12,critical/other existing credit,business,1185.0,<100,1<=X<4,3,female div/dep/mar,none,2,real estate,27,none,own,2,skilled,1,none,yes,98.75,26-35,<=12,0,43.888888888888886
1,no checking,12,all paid,retraining,3447.0,500<=X<1000,1<=X<4,4,female div/dep/mar,none,3,real estate,35,none,own,1,unskilled resident,2,none,yes,287.25,26-35,<=12,0,98.48571428571428
